GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:0046040,IMP metabolic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0072718,response to cisplatin,response to stimulus,3,0.00011297307475051779
GO:0000024,maltose biosynthetic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:0048017,inositol lipid-mediated signaling,"biological regulation,cellular process",3,0.00011297307475051779
GO:0051480,regulation of cytosolic calcium ion concentration,"cellular process,biological regulation",3,0.00011297307475051779
GO:0001516,prostaglandin biosynthetic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0090316,positive regulation of intracellular protein transport,"localization,cellular process,biological regulation",3,0.00011297307475051779
GO:0036109,alpha-linolenic acid metabolic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:0034625,"fatty acid elongation, monounsaturated fatty acid","cellular process,metabolic process",3,0.00011297307475051779
GO:0043651,linoleic acid metabolic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:0019367,"fatty acid elongation, saturated fatty acid","cellular process,metabolic process",3,0.00011297307475051779
GO:0034626,"fatty acid elongation, polyunsaturated fatty acid","cellular process,metabolic process",3,0.00011297307475051779
GO:0035338,long-chain fatty-acyl-CoA biosynthetic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0045175,basal protein localization,localization,3,0.00011297307475051779
GO:0006799,polyphosphate biosynthetic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:0019483,beta-alanine biosynthetic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0042343,indole glucosinolate metabolic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:0035641,locomotory exploration behavior,none,3,0.00011297307475051779
GO:2001311,lysobisphosphatidic acid metabolic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:0017126,nucleologenesis,"cellular process,cellular component organization",3,0.00011297307475051779
GO:0015711,organic anion transport,localization,3,0.00011297307475051779
GO:0015698,inorganic anion transport,localization,3,0.00011297307475051779
GO:0033384,geranyl diphosphate biosynthetic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0046889,positive regulation of lipid biosynthetic process,"metabolic process,biological regulation",3,0.00011297307475051779
GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",3,0.00011297307475051779
GO:0000350,generation of catalytic spliceosome for second transesterification step,"cellular process,cellular component organization",3,0.00011297307475051779
GO:0051345,positive regulation of hydrolase activity,biological regulation,3,0.00011297307475051779
GO:0046177,D-gluconate catabolic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0036065,fucosylation,metabolic process,3,0.00011297307475051779
GO:0090181,regulation of cholesterol metabolic process,"metabolic process,biological regulation",3,0.00011297307475051779
GO:1905572,ganglioside GM1 transport to membrane,localization,3,0.00011297307475051779
GO:0051562,negative regulation of mitochondrial calcium ion concentration,"cellular process,biological regulation",3,0.00011297307475051779
GO:0006450,regulation of translational fidelity,biological regulation,3,0.00011297307475051779
GO:1905775,negative regulation of DNA helicase activity,"cellular component organization,cellular process,biological regulation",3,0.00011297307475051779
GO:0046466,membrane lipid catabolic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:1902883,negative regulation of response to oxidative stress,"biological regulation,response to stimulus",3,0.00011297307475051779
GO:0034971,histone H3-R17 methylation,"cellular process,metabolic process,cellular component organization",3,0.00011297307475051779
GO:1903688,positive regulation of border follicle cell migration,"localization,cellular process,locomotion,biological regulation",3,0.00011297307475051779
GO:0046272,stilbene catabolic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:1902749,regulation of cell cycle G2/M phase transition,"biological regulation,cellular process",3,0.00011297307475051779
GO:0045830,positive regulation of isotype switching,"metabolic process,developmental process,cellular process,biological regulation,response to stimulus",3,0.00011297307475051779
GO:1903622,regulation of RNA polymerase III activity,"metabolic process,cellular process,biological regulation",3,0.00011297307475051779
GO:0010395,rhamnogalacturonan I metabolic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:0035874,cellular response to copper ion starvation,"cellular process,response to stimulus",3,0.00011297307475051779
GO:0035082,axoneme assembly,"cellular process,cellular component organization",3,0.00011297307475051779
GO:0031643,positive regulation of myelination,"cellular process,biological regulation,developmental process",3,0.00011297307475051779
GO:0006116,NADH oxidation,metabolic process,3,0.00011297307475051779
GO:0006278,RNA-dependent DNA biosynthetic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:0033566,gamma-tubulin complex localization,"localization,cellular process",3,0.00011297307475051779
GO:0006003,"fructose 2,6-bisphosphate metabolic process","cellular process,metabolic process",3,0.00011297307475051779
GO:0009142,nucleoside triphosphate biosynthetic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0090201,negative regulation of release of cytochrome c from mitochondria,"cellular process,signaling,biological regulation,response to stimulus,cellular component organization",3,0.00011297307475051779
GO:0060337,type I interferon signaling pathway,"biological regulation,cellular process",3,0.00011297307475051779
GO:0039548,suppression by virus of host IRF3 activity,"metabolic process,cellular process,biological regulation,response to stimulus",3,0.00011297307475051779
GO:0045026,plasma membrane fusion,"cellular process,cellular component organization",3,0.00011297307475051779
GO:0030517,negative regulation of axon extension,"developmental process,cellular process,biological regulation,cellular component organization",3,0.00011297307475051779
GO:0031591,wybutosine biosynthetic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:0045951,positive regulation of mitotic recombination,"metabolic process,cellular process,biological regulation",3,0.00011297307475051779
GO:0018874,benzoate metabolic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:0043403,skeletal muscle tissue regeneration,developmental process,3,0.00011297307475051779
GO:0048304,positive regulation of isotype switching to IgG isotypes,"metabolic process,developmental process,cellular process,biological regulation,response to stimulus",3,0.00011297307475051779
GO:2000147,positive regulation of cell motility,"cellular process,locomotion,biological regulation,localization",3,0.00011297307475051779
GO:1902166,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,"cellular process,signaling,biological regulation,response to stimulus",3,0.00011297307475051779
GO:1902969,mitotic DNA replication,"cellular process,metabolic process",3,0.00011297307475051779
GO:0046482,para-aminobenzoic acid metabolic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:2001032,regulation of double-strand break repair via nonhomologous end joining,"metabolic process,cellular process,biological regulation,response to stimulus",3,0.00011297307475051779
GO:0042475,odontogenesis of dentin-containing tooth,developmental process,3,0.00011297307475051779
GO:1902237,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",3,0.00011297307475051779
GO:0009597,detection of virus,response to stimulus,3,0.00011297307475051779
GO:0006658,phosphatidylserine metabolic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:0001865,NK T cell differentiation,"cellular process,developmental process",3,0.00011297307475051779
GO:0016078,tRNA catabolic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0061936,fusion of sperm to egg plasma membrane involved in double fertilization forming a zygote and endosperm,"cellular process,cellular component organization",3,0.00011297307475051779
GO:0046676,negative regulation of insulin secretion,"localization,cellular process,signaling,biological regulation",3,0.00011297307475051779
GO:0050714,positive regulation of protein secretion,"localization,cellular process,biological regulation",3,0.00011297307475051779
GO:0010172,embryonic body morphogenesis,developmental process,3,0.00011297307475051779
GO:0043630,ncRNA polyadenylation involved in polyadenylation-dependent ncRNA catabolic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:0006678,glucosylceramide metabolic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:1902806,regulation of cell cycle G1/S phase transition,"cellular process,biological regulation",3,0.00011297307475051779
GO:0043620,regulation of DNA-templated transcription in response to stress,"metabolic process,cellular process,biological regulation,response to stimulus",3,0.00011297307475051779
GO:0042882,L-arabinose transmembrane transport,"cellular process,localization",3,0.00011297307475051779
GO:0006683,galactosylceramide catabolic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0045048,protein insertion into ER membrane,"localization,cellular process",3,0.00011297307475051779
GO:0010754,negative regulation of cGMP-mediated signaling,"cellular process,signaling,biological regulation,response to stimulus",3,0.00011297307475051779
GO:0071394,cellular response to testosterone stimulus,"cellular process,response to stimulus",3,0.00011297307475051779
GO:0060079,excitatory postsynaptic potential,biological regulation,3,0.00011297307475051779
GO:0048172,regulation of short-term neuronal synaptic plasticity,"cellular process,signaling,biological regulation",3,0.00011297307475051779
GO:1903233,regulation of calcium ion-dependent exocytosis of neurotransmitter,"localization,cellular process,signaling,biological regulation",3,0.00011297307475051779
GO:0019320,hexose catabolic process,metabolic process,3,0.00011297307475051779
GO:1902983,DNA strand elongation involved in mitotic DNA replication,"cellular process,metabolic process",3,0.00011297307475051779
GO:0032715,negative regulation of interleukin-6 production,"metabolic process,biological regulation",3,0.00011297307475051779
GO:0007519,skeletal muscle tissue development,developmental process,3,0.00011297307475051779
GO:1990428,miRNA transport,localization,3,0.00011297307475051779
GO:0048754,branching morphogenesis of an epithelial tube,developmental process,3,0.00011297307475051779
GO:0006314,intron homing,"cellular process,metabolic process",3,0.00011297307475051779
GO:0009443,pyridoxal 5'-phosphate salvage,"metabolic process,cellular process",3,0.00011297307475051779
GO:0042550,photosystem I stabilization,"biological regulation,cellular process,metabolic process",3,0.00011297307475051779
GO:0043504,mitochondrial DNA repair,"metabolic process,cellular process,response to stimulus",3,0.00011297307475051779
GO:0048655,anther wall tapetum morphogenesis,developmental process,3,0.00011297307475051779
GO:0034329,cell junction assembly,"cellular process,cellular component organization",3,0.00011297307475051779
GO:0061646,positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization,"localization,cellular process,signaling,biological regulation,response to stimulus",3,0.00011297307475051779
GO:0035909,aorta morphogenesis,developmental process,3,0.00011297307475051779
GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling,"cellular process,signaling,biological regulation,response to stimulus",3,0.00011297307475051779
GO:0006164,purine nucleotide biosynthetic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0043686,co-translational protein modification,"cellular process,metabolic process",3,0.00011297307475051779
GO:0006076,(1->3)-beta-D-glucan catabolic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0048820,hair follicle maturation,developmental process,3,0.00011297307475051779
GO:0010132,dhurrin biosynthetic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0006425,glutaminyl-tRNA aminoacylation,"cellular process,metabolic process",3,0.00011297307475051779
GO:0090522,vesicle tethering involved in exocytosis,"cellular process,cellular component organization",3,0.00011297307475051779
GO:0071484,cellular response to light intensity,"cellular process,response to stimulus",3,0.00011297307475051779
GO:0019222,regulation of metabolic process,"biological regulation,metabolic process",3,0.00011297307475051779
GO:0048449,floral organ formation,developmental process,3,0.00011297307475051779
GO:0045132,meiotic chromosome segregation,cellular process,3,0.00011297307475051779
GO:0071157,negative regulation of cell cycle arrest,"cellular process,biological regulation",3,0.00011297307475051779
GO:1905639,positive regulation of mitochondrial mRNA catabolic process,"metabolic process,cellular process,biological regulation",3,0.00011297307475051779
GO:0040010,positive regulation of growth rate,biological regulation,3,0.00011297307475051779
GO:0015966,diadenosine tetraphosphate biosynthetic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0070150,mitochondrial glycyl-tRNA aminoacylation,"metabolic process,cellular process",3,0.00011297307475051779
GO:1900016,negative regulation of cytokine production involved in inflammatory response,"metabolic process,biological regulation",3,0.00011297307475051779
GO:0019408,dolichol biosynthetic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:1902043,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,"cellular process,signaling,biological regulation,response to stimulus",3,0.00011297307475051779
GO:0030838,positive regulation of actin filament polymerization,"cellular process,biological regulation,cellular component organization",3,0.00011297307475051779
GO:2001108,positive regulation of Rho guanyl-nucleotide exchange factor activity,biological regulation,3,0.00011297307475051779
GO:0043090,amino acid import,localization,3,0.00011297307475051779
GO:0031125,rRNA 3'-end processing,"metabolic process,cellular process",3,0.00011297307475051779
GO:0051640,organelle localization,"cellular process,localization",3,0.00011297307475051779
GO:0000455,enzyme-directed rRNA pseudouridine synthesis,"cellular process,metabolic process",3,0.00011297307475051779
GO:0006323,DNA packaging,"cellular process,cellular component organization",3,0.00011297307475051779
GO:0019424,"sulfide oxidation, using siroheme sulfite reductase","metabolic process,cellular process",3,0.00011297307475051779
GO:1905870,positive regulation of 3'-UTR-mediated mRNA stabilization,"metabolic process,cellular process,biological regulation",3,0.00011297307475051779
GO:0042073,intraciliary transport,"localization,cellular process",3,0.00011297307475051779
GO:0065004,protein-DNA complex assembly,"cellular process,cellular component organization",3,0.00011297307475051779
GO:0008088,axo-dendritic transport,"localization,cellular process",3,0.00011297307475051779
GO:0060322,head development,developmental process,3,0.00011297307475051779
GO:0032366,intracellular sterol transport,"cellular process,localization",3,0.00011297307475051779
GO:0071211,protein targeting to vacuole involved in autophagy,"cellular process,localization",3,0.00011297307475051779
GO:1904962,plastid to vacuole vesicle-mediated transport,"localization,cellular process",3,0.00011297307475051779
GO:0000271,polysaccharide biosynthetic process,metabolic process,3,0.00011297307475051779
GO:1990067,intrachromosomal DNA recombination,"cellular process,metabolic process",3,0.00011297307475051779
GO:0000448,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","cellular process,metabolic process",3,0.00011297307475051779
GO:0006567,threonine catabolic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:1901017,negative regulation of potassium ion transmembrane transporter activity,"localization,cellular process,biological regulation",3,0.00011297307475051779
GO:1903646,positive regulation of chaperone-mediated protein folding,"cellular process,biological regulation",3,0.00011297307475051779
GO:0001825,blastocyst formation,developmental process,3,0.00011297307475051779
GO:0044805,late nucleophagy,"cellular process,metabolic process",3,0.00011297307475051779
GO:0008637,apoptotic mitochondrial changes,"cellular process,cellular component organization",3,0.00011297307475051779
GO:0021854,hypothalamus development,developmental process,3,0.00011297307475051779
GO:0006788,heme oxidation,"cellular process,metabolic process",3,0.00011297307475051779
GO:2000353,positive regulation of endothelial cell apoptotic process,"cellular process,biological regulation",3,0.00011297307475051779
GO:0045176,apical protein localization,localization,3,0.00011297307475051779
GO:0006335,DNA replication-dependent nucleosome assembly,"cellular process,cellular component organization",3,0.00011297307475051779
GO:0015770,sucrose transport,localization,3,0.00011297307475051779
GO:0010024,phytochromobilin biosynthetic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0006729,tetrahydrobiopterin biosynthetic process,"metabolic process,cellular process",3,0.00011297307475051779
GO:0051247,positive regulation of protein metabolic process,"metabolic process,biological regulation",3,0.00011297307475051779
GO:2000905,negative regulation of starch metabolic process,"metabolic process,cellular process,biological regulation",3,0.00011297307475051779
GO:0033615,mitochondrial proton-transporting ATP synthase complex assembly,"cellular process,cellular component organization",3,0.00011297307475051779
GO:0048167,regulation of synaptic plasticity,"cellular process,signaling,biological regulation",3,0.00011297307475051779
GO:0018316,peptide cross-linking via L-cystine,"cellular process,metabolic process",3,0.00011297307475051779
GO:2000765,regulation of cytoplasmic translation,"metabolic process,cellular process,biological regulation",3,0.00011297307475051779
GO:0042535,positive regulation of tumor necrosis factor production,"metabolic process,biological regulation",3,0.00011297307475051779
GO:0070407,oxidation-dependent protein catabolic process,"cellular process,metabolic process",3,0.00011297307475051779
GO:0043144,sno(s)RNA processing,"cellular process,metabolic process",3,0.00011297307475051779
GO:0051391,tRNA acetylation,"metabolic process,cellular process",3,0.00011297307475051779
GO:0010166,wax metabolic process,metabolic process,3,0.00011297307475051779
GO:0042353,fucose biosynthetic process,metabolic process,3,0.00011297307475051779
GO:0002544,chronic inflammatory response,response to stimulus,3,0.00011297307475051779
GO:1904812,rRNA acetylation involved in maturation of SSU-rRNA,"cellular process,metabolic process",3,0.00011297307475051779
GO:0002040,sprouting angiogenesis,developmental process,3,0.00011297307475051779
GO:0002581,negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,biological regulation,3,0.00011297307475051779
GO:0002100,tRNA wobble adenosine to inosine editing,"metabolic process,cellular process",3,0.00011297307475051779
GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,"cellular process,biological regulation",2,7.531538316701187e-05
GO:0031293,membrane protein intracellular domain proteolysis,metabolic process,2,7.531538316701187e-05
GO:0098849,cellular detoxification of cadmium ion,cellular process,2,7.531538316701187e-05
GO:0080120,CAAX-box protein maturation,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0007218,neuropeptide signaling pathway,"biological regulation,cellular process",2,7.531538316701187e-05
GO:0034724,DNA replication-independent nucleosome organization,"cellular process,cellular component organization",2,7.531538316701187e-05
GO:0072002,Malpighian tubule development,developmental process,2,7.531538316701187e-05
GO:0046938,phytochelatin biosynthetic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:1904659,glucose transmembrane transport,"localization,cellular process",2,7.531538316701187e-05
GO:0001778,plasma membrane repair,"cellular process,cellular component organization",2,7.531538316701187e-05
GO:0042067,establishment of ommatidial planar polarity,"developmental process,cellular process",2,7.531538316701187e-05
GO:1901535,regulation of DNA demethylation,"metabolic process,cellular process,biological regulation",2,7.531538316701187e-05
GO:2000352,negative regulation of endothelial cell apoptotic process,"cellular process,biological regulation",2,7.531538316701187e-05
GO:0071392,cellular response to estradiol stimulus,"cellular process,response to stimulus",2,7.531538316701187e-05
GO:0090399,replicative senescence,"developmental process,cellular process",2,7.531538316701187e-05
GO:0051958,methotrexate transport,localization,2,7.531538316701187e-05
GO:1903645,negative regulation of chaperone-mediated protein folding,"cellular process,biological regulation",2,7.531538316701187e-05
GO:0042264,peptidyl-aspartic acid hydroxylation,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0032929,negative regulation of superoxide anion generation,"cellular process,metabolic process,biological regulation",2,7.531538316701187e-05
GO:0019991,septate junction assembly,"cellular process,cellular component organization",2,7.531538316701187e-05
GO:0000488,"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)","cellular process,metabolic process",2,7.531538316701187e-05
GO:0001892,embryonic placenta development,developmental process,2,7.531538316701187e-05
GO:0044238,primary metabolic process,metabolic process,2,7.531538316701187e-05
GO:0042246,tissue regeneration,developmental process,2,7.531538316701187e-05
GO:0010157,response to chlorate,response to stimulus,2,7.531538316701187e-05
GO:0010306,rhamnogalacturonan II biosynthetic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0000379,tRNA-type intron splice site recognition and cleavage,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0042351,'de novo' GDP-L-fucose biosynthetic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0033388,putrescine biosynthetic process from arginine,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0006208,pyrimidine nucleobase catabolic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0016332,establishment or maintenance of polarity of embryonic epithelium,cellular process,2,7.531538316701187e-05
GO:0007472,wing disc morphogenesis,developmental process,2,7.531538316701187e-05
GO:0035088,establishment or maintenance of apical/basal cell polarity,cellular process,2,7.531538316701187e-05
GO:0019236,response to pheromone,response to stimulus,2,7.531538316701187e-05
GO:0000489,"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)","cellular process,metabolic process",2,7.531538316701187e-05
GO:0001738,morphogenesis of a polarized epithelium,developmental process,2,7.531538316701187e-05
GO:0046579,positive regulation of Ras protein signal transduction,"cellular process,signaling,biological regulation,response to stimulus",2,7.531538316701187e-05
GO:0035303,regulation of dephosphorylation,"cellular process,metabolic process,biological regulation",2,7.531538316701187e-05
GO:0046292,formaldehyde metabolic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0009700,indole phytoalexin biosynthetic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,"biological regulation,cellular process",2,7.531538316701187e-05
GO:0042203,toluene catabolic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0048598,embryonic morphogenesis,developmental process,2,7.531538316701187e-05
GO:0048680,positive regulation of axon regeneration,"cellular process,biological regulation,developmental process,response to stimulus,cellular component organization",2,7.531538316701187e-05
GO:0010867,positive regulation of triglyceride biosynthetic process,"metabolic process,cellular process,biological regulation",2,7.531538316701187e-05
GO:0035794,positive regulation of mitochondrial membrane permeability,"biological regulation,cellular process,cellular component organization",2,7.531538316701187e-05
GO:0014002,astrocyte development,"developmental process,cellular process",2,7.531538316701187e-05
GO:0010842,retina layer formation,developmental process,2,7.531538316701187e-05
GO:0061086,negative regulation of histone H3-K27 methylation,"metabolic process,cellular process,biological regulation,cellular component organization",2,7.531538316701187e-05
GO:1903426,regulation of reactive oxygen species biosynthetic process,"cellular process,metabolic process,biological regulation",2,7.531538316701187e-05
GO:0046443,FAD metabolic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0002224,toll-like receptor signaling pathway,"biological regulation,cellular process",2,7.531538316701187e-05
GO:0010423,negative regulation of brassinosteroid biosynthetic process,"metabolic process,cellular process,biological regulation",2,7.531538316701187e-05
GO:1905933,regulation of cell fate determination,"biological regulation,cellular process,developmental process",2,7.531538316701187e-05
GO:0018996,"molting cycle, collagen and cuticulin-based cuticle",none,2,7.531538316701187e-05
GO:0006359,regulation of transcription by RNA polymerase III,"metabolic process,cellular process,biological regulation",2,7.531538316701187e-05
GO:0016335,morphogenesis of larval imaginal disc epithelium,developmental process,2,7.531538316701187e-05
GO:0043419,urea catabolic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0097187,dentinogenesis,developmental process,2,7.531538316701187e-05
GO:0016336,establishment or maintenance of polarity of larval imaginal disc epithelium,cellular process,2,7.531538316701187e-05
GO:0000032,cell wall mannoprotein biosynthetic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0007118,budding cell apical bud growth,none,2,7.531538316701187e-05
GO:1904754,positive regulation of vascular associated smooth muscle cell migration,"localization,cellular process,locomotion,biological regulation",2,7.531538316701187e-05
GO:0071367,cellular response to brassinosteroid stimulus,"cellular process,response to stimulus",2,7.531538316701187e-05
GO:0036257,multivesicular body organization,"cellular process,cellular component organization",2,7.531538316701187e-05
GO:0010266,response to vitamin B1,response to stimulus,2,7.531538316701187e-05
GO:0033259,plastid DNA replication,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0031641,regulation of myelination,"cellular process,biological regulation,developmental process",2,7.531538316701187e-05
GO:0070848,response to growth factor,response to stimulus,2,7.531538316701187e-05
GO:0001837,epithelial to mesenchymal transition,"developmental process,cellular process",2,7.531538316701187e-05
GO:0006139,nucleobase-containing compound metabolic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0090026,positive regulation of monocyte chemotaxis,"localization,cellular process,locomotion,biological regulation,response to stimulus",2,7.531538316701187e-05
GO:0019419,sulfate reduction,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0055002,striated muscle cell development,"developmental process,cellular process",2,7.531538316701187e-05
GO:0071291,cellular response to selenium ion,"cellular process,response to stimulus",2,7.531538316701187e-05
GO:0006659,phosphatidylserine biosynthetic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0016333,morphogenesis of follicular epithelium,developmental process,2,7.531538316701187e-05
GO:0070200,establishment of protein localization to telomere,"cellular process,localization",2,7.531538316701187e-05
GO:0071025,RNA surveillance,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0019988,charged-tRNA amino acid modification,"metabolic process,cellular process",2,7.531538316701187e-05
GO:1902006,negative regulation of proline biosynthetic process,"metabolic process,cellular process,biological regulation",2,7.531538316701187e-05
GO:0000053,argininosuccinate metabolic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0046459,short-chain fatty acid metabolic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0042762,regulation of sulfur metabolic process,"biological regulation,cellular process,metabolic process",2,7.531538316701187e-05
GO:0032955,regulation of division septum assembly,"cellular process,biological regulation,cellular component organization",2,7.531538316701187e-05
GO:0046166,glyceraldehyde-3-phosphate biosynthetic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0007492,endoderm development,developmental process,2,7.531538316701187e-05
GO:0006747,FAD biosynthetic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0010940,positive regulation of necrotic cell death,"cellular process,biological regulation",2,7.531538316701187e-05
GO:0018283,iron incorporation into metallo-sulfur cluster,"cellular process,metabolic process,cellular component organization",2,7.531538316701187e-05
GO:1901343,negative regulation of vasculature development,"biological regulation,developmental process",2,7.531538316701187e-05
GO:0051070,galactomannan biosynthetic process,metabolic process,2,7.531538316701187e-05
GO:0010392,galactoglucomannan metabolic process,metabolic process,2,7.531538316701187e-05
GO:0042265,peptidyl-asparagine hydroxylation,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0016124,xanthophyll catabolic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0015675,nickel cation transport,localization,2,7.531538316701187e-05
GO:0016334,establishment or maintenance of polarity of follicular epithelium,cellular process,2,7.531538316701187e-05
GO:0045144,meiotic sister chromatid segregation,"cellular process,cellular component organization",2,7.531538316701187e-05
GO:0030707,ovarian follicle cell development,"cellular process,developmental process",2,7.531538316701187e-05
GO:1902742,apoptotic process involved in development,cellular process,2,7.531538316701187e-05
GO:0032471,negative regulation of endoplasmic reticulum calcium ion concentration,"cellular process,biological regulation",2,7.531538316701187e-05
GO:0006226,dUMP biosynthetic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0031118,rRNA pseudouridine synthesis,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0085020,protein K6-linked ubiquitination,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0061428,negative regulation of transcription from RNA polymerase II promoter in response to hypoxia,"metabolic process,cellular process,biological regulation,response to stimulus",2,7.531538316701187e-05
GO:0048639,positive regulation of developmental growth,"biological regulation,developmental process",2,7.531538316701187e-05
GO:0070201,regulation of establishment of protein localization,"biological regulation,localization",2,7.531538316701187e-05
GO:0032479,regulation of type I interferon production,"metabolic process,biological regulation",2,7.531538316701187e-05
GO:1903883,positive regulation of interleukin-17-mediated signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",2,7.531538316701187e-05
GO:1901177,lycopene biosynthetic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0042373,vitamin K metabolic process,metabolic process,2,7.531538316701187e-05
GO:0015858,nucleoside transport,localization,2,7.531538316701187e-05
GO:0032691,negative regulation of interleukin-1 beta production,"metabolic process,biological regulation",2,7.531538316701187e-05
GO:0090169,regulation of spindle assembly,"cellular process,biological regulation,cellular component organization",2,7.531538316701187e-05
GO:0036138,peptidyl-histidine hydroxylation,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0010111,glyoxysome organization,"cellular process,cellular component organization",2,7.531538316701187e-05
GO:0030947,regulation of vascular endothelial growth factor receptor signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",2,7.531538316701187e-05
GO:0032774,RNA biosynthetic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0043508,negative regulation of JUN kinase activity,"response to stimulus,metabolic process,cellular process,signaling,biological regulation",2,7.531538316701187e-05
GO:0070476,rRNA (guanine-N7)-methylation,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0001737,establishment of imaginal disc-derived wing hair orientation,developmental process,2,7.531538316701187e-05
GO:1902659,regulation of glucose mediated signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",2,7.531538316701187e-05
GO:0033274,response to vitamin B2,response to stimulus,2,7.531538316701187e-05
GO:0043507,positive regulation of JUN kinase activity,"metabolic process,cellular process,signaling,biological regulation,response to stimulus",2,7.531538316701187e-05
GO:0010269,response to selenium ion,response to stimulus,2,7.531538316701187e-05
GO:0006420,arginyl-tRNA aminoacylation,"cellular process,metabolic process",2,7.531538316701187e-05
