GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:0047451,3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,catalytic activity,2,7.531538316701187e-05
GO:0019992,diacylglycerol binding,binding,2,7.531538316701187e-05
GO:0047087,protopine 6-monooxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0008418,protein-N-terminal asparagine amidohydrolase activity,catalytic activity,2,7.531538316701187e-05
GO:0004061,arylformamidase activity,catalytic activity,2,7.531538316701187e-05
GO:0102042,dehydroquinate synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0001094,TFIID-class transcription factor complex binding,binding,2,7.531538316701187e-05
GO:0038187,pattern recognition receptor activity,"molecular transducer activity,signaling receptor activity",2,7.531538316701187e-05
GO:0080161,auxin transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0052866,phosphatidylinositol phosphate phosphatase activity,catalytic activity,2,7.531538316701187e-05
GO:0016314,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity",catalytic activity,2,7.531538316701187e-05
GO:0032184,SUMO polymer binding,binding,2,7.531538316701187e-05
GO:0042171,lysophosphatidic acid acyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0016639,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor",catalytic activity,2,7.531538316701187e-05
GO:0008479,queuine tRNA-ribosyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0008432,JUN kinase binding,binding,2,7.531538316701187e-05
GO:0033142,progesterone receptor binding,binding,2,7.531538316701187e-05
GO:0090471,"9,15,9'-tri-cis-zeta-carotene isomerase activity",catalytic activity,2,7.531538316701187e-05
GO:0031516,far-red light photoreceptor activity,"signaling receptor activity,molecular transducer activity",2,7.531538316701187e-05
GO:0004719,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0070009,serine-type aminopeptidase activity,catalytic activity,2,7.531538316701187e-05
GO:0032442,phenylcoumaran benzylic ether reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0033699,DNA 5'-adenosine monophosphate hydrolase activity,catalytic activity,2,7.531538316701187e-05
GO:1990165,single-strand break-containing DNA binding,binding,2,7.531538316701187e-05
GO:0016277,[myelin basic protein]-arginine N-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0052907,23S rRNA (adenine(1618)-N(6))-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0016854,racemase and epimerase activity,catalytic activity,2,7.531538316701187e-05
GO:0016412,serine O-acyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0008534,oxidized purine nucleobase lesion DNA N-glycosylase activity,catalytic activity,2,7.531538316701187e-05
GO:0004837,tyrosine decarboxylase activity,catalytic activity,2,7.531538316701187e-05
GO:0008495,protoheme IX farnesyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0009916,alternative oxidase activity,catalytic activity,2,7.531538316701187e-05
GO:0009039,urease activity,catalytic activity,2,7.531538316701187e-05
GO:0004789,thiamine-phosphate diphosphorylase activity,catalytic activity,2,7.531538316701187e-05
GO:1901982,maltose binding,binding,2,7.531538316701187e-05
GO:0052592,"oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor",catalytic activity,2,7.531538316701187e-05
GO:0090415,7-hydroxymethyl chlorophyll a reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0018666,"2,4-dichlorophenol 6-monooxygenase activity",catalytic activity,2,7.531538316701187e-05
GO:0004515,nicotinate-nucleotide adenylyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0031489,myosin V binding,binding,2,7.531538316701187e-05
GO:0000309,nicotinamide-nucleotide adenylyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0008972,phosphomethylpyrimidine kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0033907,beta-D-fucosidase activity,catalytic activity,2,7.531538316701187e-05
GO:0004055,argininosuccinate synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0008902,hydroxymethylpyrimidine kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0102069,zerumbone synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0102721,ubiquinol:oxygen oxidoreductase activity,catalytic activity,2,7.531538316701187e-05
GO:0052634,C-19 gibberellin 2-beta-dioxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0009540,zeaxanthin epoxidase [overall] activity,catalytic activity,2,7.531538316701187e-05
GO:0032422,purine-rich negative regulatory element binding,binding,2,7.531538316701187e-05
GO:0045140,inositol phosphoceramide synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0047493,ceramide cholinephosphotransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0004769,steroid delta-isomerase activity,catalytic activity,2,7.531538316701187e-05
GO:0033188,sphingomyelin synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0008756,o-succinylbenzoate-CoA ligase activity,catalytic activity,2,7.531538316701187e-05
GO:0052820,"DNA-1,N6-ethenoadenine N-glycosylase activity",catalytic activity,2,7.531538316701187e-05
GO:0035598,N6-threonylcarbomyladenosine methylthiotransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0061712,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase,catalytic activity,2,7.531538316701187e-05
GO:0032131,alkylated DNA binding,binding,2,7.531538316701187e-05
GO:0008650,rRNA (uridine-2'-O-)-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0050080,malonyl-CoA decarboxylase activity,catalytic activity,2,7.531538316701187e-05
GO:0080049,"L-gulono-1,4-lactone dehydrogenase activity",catalytic activity,2,7.531538316701187e-05
GO:0102210,rhamnogalacturonan endolyase activity,catalytic activity,2,7.531538316701187e-05
GO:0050515,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0043715,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity",catalytic activity,2,7.531538316701187e-05
GO:0046570,methylthioribulose 1-phosphate dehydratase activity,catalytic activity,2,7.531538316701187e-05
GO:0043716,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity,catalytic activity,2,7.531538316701187e-05
GO:0043874,acireductone synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0004140,dephospho-CoA kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0051777,ent-kaurenoate oxidase activity,catalytic activity,2,7.531538316701187e-05
GO:0004829,threonine-tRNA ligase activity,catalytic activity,2,7.531538316701187e-05
GO:0004812,aminoacyl-tRNA ligase activity,catalytic activity,2,7.531538316701187e-05
GO:0016633,galactonolactone dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0004830,tryptophan-tRNA ligase activity,catalytic activity,2,7.531538316701187e-05
GO:0098641,cadherin binding involved in cell-cell adhesion,binding,2,7.531538316701187e-05
GO:1990760,osmolarity-sensing cation channel activity,"transporter activity,signaling receptor activity,molecular transducer activity",2,7.531538316701187e-05
GO:0071424,rRNA (cytosine-N4-)-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0004385,guanylate kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0003853,2-methylacyl-CoA dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0050592,4-hydroxyphenylacetaldehyde oxime monooxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0008470,isovaleryl-CoA dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0008839,4-hydroxy-tetrahydrodipicolinate reductase,catalytic activity,2,7.531538316701187e-05
GO:0008794,arsenate reductase (glutaredoxin) activity,catalytic activity,2,7.531538316701187e-05
GO:0018775,2-hydroxymuconate-semialdehyde hydrolase activity,catalytic activity,2,7.531538316701187e-05
GO:0018774,"2,6-dioxo-6-phenylhexa-3-enoate hydrolase activity",catalytic activity,2,7.531538316701187e-05
GO:0003838,sterol 24-C-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0050057,linamarin synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0050152,omega-amidase activity,catalytic activity,2,7.531538316701187e-05
GO:0004157,dihydropyrimidinase activity,catalytic activity,2,7.531538316701187e-05
GO:0080102,3-methylthiopropyl glucosinolate S-oxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0003995,acyl-CoA dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0016435,rRNA (guanine) methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0033919,"glucan 1,3-alpha-glucosidase activity",catalytic activity,2,7.531538316701187e-05
GO:0050126,N-carbamoylputrescine amidase activity,catalytic activity,2,7.531538316701187e-05
GO:0051750,"delta3,5-delta2,4-dienoyl-CoA isomerase activity",catalytic activity,2,7.531538316701187e-05
GO:0030337,DNA polymerase processivity factor activity,molecular function regulator,2,7.531538316701187e-05
GO:0003862,3-isopropylmalate dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0080105,6-methylthiopropyl glucosinolate S-oxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0080103,4-methylthiopropyl glucosinolate S-oxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0004163,diphosphomevalonate decarboxylase activity,catalytic activity,2,7.531538316701187e-05
GO:0102158,very-long-chain 3-hydroxyacyl-CoA dehydratase activity,catalytic activity,2,7.531538316701187e-05
GO:0102345,3-hydroxy-lignoceroyl-CoA dehydratase activity,catalytic activity,2,7.531538316701187e-05
GO:0102343,3-hydroxy-arachidoyl-CoA dehydratase activity,catalytic activity,2,7.531538316701187e-05
GO:0102344,3-hydroxy-behenoyl-CoA dehydratase activity,catalytic activity,2,7.531538316701187e-05
GO:0080104,5-methylthiopropyl glucosinolate S-oxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0010178,IAA-amino acid conjugate hydrolase activity,catalytic activity,2,7.531538316701187e-05
GO:0009977,proton motive force dependent protein transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0050213,progesterone 5-alpha-reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0047751,cholestenone 5-alpha-reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0035597,N6-isopentenyladenosine methylthiotransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0030412,formimidoyltetrahydrofolate cyclodeaminase activity,catalytic activity,2,7.531538316701187e-05
GO:0080106,7-methylthiopropyl glucosinolate S-oxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0004152,dihydroorotate dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0019828,aspartic-type endopeptidase inhibitor activity,molecular function regulator,2,7.531538316701187e-05
GO:0016672,"oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor",catalytic activity,2,7.531538316701187e-05
GO:0050636,vinorine synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0036374,glutathione hydrolase activity,catalytic activity,2,7.531538316701187e-05
GO:0103068,leukotriene C4 gamma-glutamyl transferase activity,catalytic activity,2,7.531538316701187e-05
GO:0000048,peptidyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0102953,hypoglycin A gamma-glutamyl transpeptidase activity,catalytic activity,2,7.531538316701187e-05
GO:0004831,tyrosine-tRNA ligase activity,catalytic activity,2,7.531538316701187e-05
GO:0045174,glutathione dehydrogenase (ascorbate) activity,"catalytic activity,antioxidant activity",2,7.531538316701187e-05
GO:0004312,fatty acid synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0080150,S-adenosyl-L-methionine:benzoic acid carboxyl methyl transferase activity,catalytic activity,2,7.531538316701187e-05
GO:0030409,glutamate formimidoyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0047184,1-acylglycerophosphocholine O-acyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0016833,oxo-acid-lyase activity,catalytic activity,2,7.531538316701187e-05
GO:0000107,imidazoleglycerol-phosphate synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0019172,glyoxalase III activity,catalytic activity,2,7.531538316701187e-05
GO:0004044,amidophosphoribosyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0004160,dihydroxy-acid dehydratase activity,catalytic activity,2,7.531538316701187e-05
GO:0016836,hydro-lyase activity,catalytic activity,2,7.531538316701187e-05
GO:0004781,sulfate adenylyltransferase (ATP) activity,catalytic activity,2,7.531538316701187e-05
GO:0004106,chorismate mutase activity,catalytic activity,2,7.531538316701187e-05
GO:0004070,aspartate carbamoyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0035605,peptidyl-cysteine S-nitrosylase activity,catalytic activity,2,7.531538316701187e-05
GO:0003827,"alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity",catalytic activity,2,7.531538316701187e-05
GO:0047974,guanosine deaminase activity,catalytic activity,2,7.531538316701187e-05
GO:0102170,"5-epi-aristolochene-1,3-dihydroxylase activity",catalytic activity,2,7.531538316701187e-05
GO:0005542,folic acid binding,binding,2,7.531538316701187e-05
GO:0015439,ABC-type heme transporter activity,"transporter activity,catalytic activity",2,7.531538316701187e-05
GO:0009673,low-affinity phosphate transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0070039,rRNA (guanosine-2'-O-)-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0043399,tRNA A64-2'-O-ribosylphosphate transferase activity,catalytic activity,2,7.531538316701187e-05
GO:0005344,oxygen carrier activity,molecular carrier activity,2,7.531538316701187e-05
GO:0072585,xanthosine nucleotidase activity,catalytic activity,2,7.531538316701187e-05
GO:0047622,adenosine nucleosidase activity,catalytic activity,2,7.531538316701187e-05
GO:0102985,Delta12-fatty-acid desaturase activity,catalytic activity,2,7.531538316701187e-05
GO:0008897,holo-[acyl-carrier-protein] synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0090613,5'-deoxyadenosine deaminase activity,catalytic activity,2,7.531538316701187e-05
GO:0004000,adenosine deaminase activity,catalytic activity,2,7.531538316701187e-05
GO:0036009,protein-glutamine N-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0034480,phosphatidylcholine phospholipase C activity,catalytic activity,2,7.531538316701187e-05
GO:0030366,molybdopterin synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0043422,protein kinase B binding,binding,2,7.531538316701187e-05
GO:0016920,pyroglutamyl-peptidase activity,catalytic activity,2,7.531538316701187e-05
GO:0008777,acetylornithine deacetylase activity,catalytic activity,2,7.531538316701187e-05
GO:0090416,nicotinate transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0090417,N-methylnicotinate transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0004827,proline-tRNA ligase activity,catalytic activity,2,7.531538316701187e-05
GO:0016812,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",catalytic activity,2,7.531538316701187e-05
GO:0010012,steroid 22-alpha hydroxylase activity,catalytic activity,2,7.531538316701187e-05
GO:0050589,leucocyanidin oxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0005363,maltose transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:1990226,histone methyltransferase binding,binding,2,7.531538316701187e-05
GO:0047652,allantoate deiminase activity,catalytic activity,2,7.531538316701187e-05
GO:0048029,monosaccharide binding,binding,2,7.531538316701187e-05
GO:0004347,glucose-6-phosphate isomerase activity,catalytic activity,2,7.531538316701187e-05
GO:0043522,leucine zipper domain binding,binding,2,7.531538316701187e-05
GO:0004591,oxoglutarate dehydrogenase (succinyl-transferring) activity,catalytic activity,2,7.531538316701187e-05
GO:0008853,exodeoxyribonuclease III activity,catalytic activity,2,7.531538316701187e-05
GO:0102965,alcohol-forming fatty acyl-CoA reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0004476,mannose-6-phosphate isomerase activity,catalytic activity,2,7.531538316701187e-05
GO:0042283,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity",catalytic activity,2,7.531538316701187e-05
GO:0004814,arginine-tRNA ligase activity,catalytic activity,2,7.531538316701187e-05
GO:0050197,phytanate-CoA ligase activity,catalytic activity,2,7.531538316701187e-05
GO:0008922,long-chain fatty acid [acyl-carrier-protein] ligase activity,catalytic activity,2,7.531538316701187e-05
GO:0047689,aspartate racemase activity,catalytic activity,2,7.531538316701187e-05
GO:0080019,fatty-acyl-CoA reductase (alcohol-forming) activity,catalytic activity,2,7.531538316701187e-05
GO:0045322,unmethylated CpG binding,binding,2,7.531538316701187e-05
GO:0033819,lipoyl(octanoyl) transferase activity,catalytic activity,2,7.531538316701187e-05
GO:0102555,octanoyl transferase activity (acting on glycine-cleavage complex H protein),catalytic activity,2,7.531538316701187e-05
GO:0004441,"inositol-1,4-bisphosphate 1-phosphatase activity",catalytic activity,2,7.531538316701187e-05
GO:0033829,O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0008963,phospho-N-acetylmuramoyl-pentapeptide-transferase activity,catalytic activity,2,7.531538316701187e-05
GO:0015231,5-formyltetrahydrofolate transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0005366,myo-inositol:proton symporter activity,transporter activity,2,7.531538316701187e-05
GO:0008192,RNA guanylyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:1904408,melatonin binding,binding,2,7.531538316701187e-05
GO:0008502,melatonin receptor activity,"signaling receptor activity,molecular transducer activity",2,7.531538316701187e-05
GO:0015230,FAD transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0036469,L-tryptophan decarboxylase activity,catalytic activity,2,7.531538316701187e-05
GO:0102395,"9-cis-beta-carotene 9',10'-cleavage oxygenase activity",catalytic activity,2,7.531538316701187e-05
GO:0000405,bubble DNA binding,binding,2,7.531538316701187e-05
GO:0047710,bis(5'-adenosyl)-triphosphatase activity,catalytic activity,2,7.531538316701187e-05
GO:0004303,estradiol 17-beta-dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0010542,nitrate efflux transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0030775,glucuronoxylan 4-O-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0050255,ribitol 2-dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0034256,chlorophyll(ide) b reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0019948,SUMO activating enzyme activity,catalytic activity,2,7.531538316701187e-05
GO:0004320,oleoyl-[acyl-carrier-protein] hydrolase activity,catalytic activity,2,7.531538316701187e-05
GO:0005522,profilin binding,binding,2,7.531538316701187e-05
GO:0004758,serine C-palmitoyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0047998,hyoscyamine (6S)-dioxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0102773,dihydroceramide kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0001729,ceramide kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0004735,pyrroline-5-carboxylate reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0033741,adenylyl-sulfate reductase (glutathione) activity,catalytic activity,2,7.531538316701187e-05
GO:0009973,adenylyl-sulfate reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0046423,allene-oxide cyclase activity,catalytic activity,2,7.531538316701187e-05
GO:0015350,methotrexate transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0047676,arachidonate-CoA ligase activity,catalytic activity,2,7.531538316701187e-05
GO:0050505,hydroquinone glucosyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0000823,"inositol-1,4,5-trisphosphate 6-kinase activity",catalytic activity,2,7.531538316701187e-05
GO:0102802,thebaine 6-O-demethylase activity,catalytic activity,2,7.531538316701187e-05
GO:0102804,oripavine 6-O-demethylase activity,catalytic activity,2,7.531538316701187e-05
GO:0004042,acetyl-CoA:L-glutamate N-acetyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0103045,methione N-acyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0016428,tRNA (cytosine-5-)-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0047326,inositol tetrakisphosphate 5-kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0051765,inositol tetrakisphosphate kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0000824,inositol tetrakisphosphate 3-kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0102732,"myo-inositol-1,2,3,4,6-heptakisphosphate 5-kinase activity",catalytic activity,2,7.531538316701187e-05
GO:0051766,inositol trisphosphate kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0008309,double-stranded DNA exodeoxyribonuclease activity,catalytic activity,2,7.531538316701187e-05
GO:0034722,gamma-glutamyl-peptidase activity,catalytic activity,2,7.531538316701187e-05
GO:0043765,T/G mismatch-specific endonuclease activity,catalytic activity,2,7.531538316701187e-05
GO:0033728,divinyl chlorophyllide a 8-vinyl-reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0008124,4-alpha-hydroxytetrahydrobiopterin dehydratase activity,catalytic activity,2,7.531538316701187e-05
GO:0102720,acetyl-coenzyme A:acetyl alcohol acetyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0102387,2-phenylethanol acetyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0008703,5-amino-6-(5-phosphoribosylamino)uracil reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0004733,pyridoxamine-phosphate oxidase activity,catalytic activity,2,7.531538316701187e-05
GO:0080107,8-methylthiopropyl glucosinolate S-oxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0010309,acireductone dioxygenase [iron(II)-requiring] activity,catalytic activity,2,7.531538316701187e-05
GO:0004671,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0047443,4-hydroxy-4-methyl-2-oxoglutarate aldolase activity,catalytic activity,2,7.531538316701187e-05
GO:0003861,3-isopropylmalate dehydratase activity,catalytic activity,2,7.531538316701187e-05
GO:0004489,methylenetetrahydrofolate reductase (NAD(P)H) activity,catalytic activity,2,7.531538316701187e-05
GO:0004516,nicotinate phosphoribosyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0005093,Rab GDP-dissociation inhibitor activity,molecular function regulator,2,7.531538316701187e-05
GO:0017049,small GTPase binding,binding,2,7.531538316701187e-05
GO:0030911,TPR domain binding,binding,2,7.531538316701187e-05
GO:0046480,galactolipid galactosyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0102996,"beta,beta digalactosyldiacylglycerol galactosyltransferase activity",catalytic activity,2,7.531538316701187e-05
GO:0004815,aspartate-tRNA ligase activity,catalytic activity,2,7.531538316701187e-05
GO:1990189,peptide-serine-N-acetyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0004416,hydroxyacylglutathione hydrolase activity,catalytic activity,2,7.531538316701187e-05
GO:0047021,15-hydroxyprostaglandin dehydrogenase (NADP+) activity,catalytic activity,2,7.531538316701187e-05
GO:0000253,3-keto sterol reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0004771,sterol esterase activity,catalytic activity,2,7.531538316701187e-05
GO:0050733,RS domain binding,binding,2,7.531538316701187e-05
GO:0033729,anthocyanidin reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0000215,tRNA 2'-phosphotransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0010487,thermospermine synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0019809,spermidine binding,binding,2,7.531538316701187e-05
GO:0019810,putrescine binding,binding,2,7.531538316701187e-05
GO:0008696,4-amino-4-deoxychorismate lyase activity,catalytic activity,2,7.531538316701187e-05
GO:0047810,D-alanine:2-oxoglutarate aminotransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0042296,ISG15 transferase activity,catalytic activity,2,7.531538316701187e-05
GO:0016742,"hydroxymethyl-, formyl- and related transferase activity",catalytic activity,2,7.531538316701187e-05
GO:0050221,prostaglandin-E2 9-reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0004360,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,catalytic activity,2,7.531538316701187e-05
GO:0033946,"xyloglucan-specific endo-beta-1,4-glucanase activity",catalytic activity,2,7.531538316701187e-05
GO:0106177,cyclic-GMP-AMP hydrolase activity,catalytic activity,2,7.531538316701187e-05
GO:0035175,histone kinase activity (H3-S10 specific),catalytic activity,2,7.531538316701187e-05
GO:0005274,allantoin:proton symporter activity,transporter activity,2,7.531538316701187e-05
GO:0003972,RNA ligase (ATP) activity,catalytic activity,2,7.531538316701187e-05
GO:0008649,rRNA methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0008193,tRNA guanylyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0033949,"fructan beta-(2,6)-fructosidase activity",catalytic activity,2,7.531538316701187e-05
GO:0010488,"UDP-galactose:N-glycan beta-1,3-galactosyltransferase activity",catalytic activity,2,7.531538316701187e-05
GO:0047513,"1,2-alpha-L-fucosidase activity",catalytic activity,2,7.531538316701187e-05
GO:0042736,NADH kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0004419,hydroxymethylglutaryl-CoA lyase activity,catalytic activity,2,7.531538316701187e-05
GO:0035174,histone serine kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0005044,scavenger receptor activity,cargo receptor activity,2,7.531538316701187e-05
GO:0051738,xanthophyll binding,binding,2,7.531538316701187e-05
GO:0103118,UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0004663,Rab geranylgeranyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0045158,"electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity",catalytic activity,2,7.531538316701187e-05
GO:0004660,protein farnesyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0001164,RNA polymerase I core promoter sequence-specific DNA binding,binding,2,7.531538316701187e-05
GO:0016899,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor",catalytic activity,2,7.531538316701187e-05
GO:0015075,ion transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0015505,uracil:cation symporter activity,transporter activity,2,7.531538316701187e-05
GO:0008349,MAP kinase kinase kinase kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0003883,CTP synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0071796,K6-linked polyubiquitin modification-dependent protein binding,binding,2,7.531538316701187e-05
GO:0050307,sucrose-phosphate phosphatase activity,catalytic activity,2,7.531538316701187e-05
GO:0046976,histone methyltransferase activity (H3-K27 specific),catalytic activity,2,7.531538316701187e-05
GO:0004799,thymidylate synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0004657,proline dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0102672,fatty acid alpha-oxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0046481,digalactosyldiacylglycerol synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0031852,mu-type opioid receptor binding,binding,2,7.531538316701187e-05
GO:0062069,GARP complex binding,binding,2,7.531538316701187e-05
GO:0050113,inositol oxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0102097,(22S)-22-hydroxy-5alpha-campestan-3-one C-23 hydroxylase activity,catalytic activity,2,7.531538316701187e-05
GO:0047545,2-hydroxyglutarate dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0034988,Fc-gamma receptor I complex binding,binding,2,7.531538316701187e-05
GO:0017160,small GTPase binding,binding,2,7.531538316701187e-05
GO:0048257,3'-flap endonuclease activity,catalytic activity,2,7.531538316701187e-05
GO:0033771,licodione synthase activity,catalytic activity,2,7.531538316701187e-05
