GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:0032421,stereocilium bundle,cellular anatomical entity,4,0.00015063076633402373
GO:0097165,nuclear stress granule,"supramolecular complex,organelle,cellular anatomical entity",4,0.00015063076633402373
GO:0048476,Holliday junction resolvase complex,protein-containing complex,4,0.00015063076633402373
GO:0005869,dynactin complex,protein-containing complex,4,0.00015063076633402373
GO:0072687,meiotic spindle,"organelle,cellular anatomical entity",4,0.00015063076633402373
GO:0000789,chromatin,cellular anatomical entity,4,0.00015063076633402373
GO:0061927,TOC-TIC supercomplex I,protein-containing complex,4,0.00015063076633402373
GO:0031981,nuclear lumen,"membrane-enclosed lumen,cellular anatomical entity",4,0.00015063076633402373
GO:0001725,stress fiber,cellular anatomical entity,4,0.00015063076633402373
GO:0000152,nuclear ubiquitin ligase complex,protein-containing complex,4,0.00015063076633402373
GO:0008623,CHRAC,protein-containing complex,4,0.00015063076633402373
GO:0005835,fatty acid synthase complex,protein-containing complex,4,0.00015063076633402373
GO:0097224,sperm connecting piece,cellular anatomical entity,4,0.00015063076633402373
GO:0030914,STAGA complex,protein-containing complex,4,0.00015063076633402373
GO:0000439,transcription factor TFIIH core complex,protein-containing complex,4,0.00015063076633402373
GO:0030673,axolemma,"membrane,cellular anatomical entity",4,0.00015063076633402373
GO:0017101,aminoacyl-tRNA synthetase multienzyme complex,protein-containing complex,4,0.00015063076633402373
GO:0043195,terminal bouton,cellular anatomical entity,4,0.00015063076633402373
GO:0034456,UTP-C complex,protein-containing complex,4,0.00015063076633402373
GO:0005731,nucleolus organizer region,cellular anatomical entity,4,0.00015063076633402373
GO:0045025,mitochondrial degradosome,protein-containing complex,4,0.00015063076633402373
GO:0033186,CAF-1 complex,protein-containing complex,4,0.00015063076633402373
GO:1990071,TRAPPII protein complex,protein-containing complex,4,0.00015063076633402373
GO:0070772,PAS complex,protein-containing complex,4,0.00015063076633402373
GO:0030690,Noc1p-Noc2p complex,protein-containing complex,4,0.00015063076633402373
GO:0000836,Hrd1p ubiquitin ligase complex,protein-containing complex,4,0.00015063076633402373
GO:0000306,extrinsic component of vacuolar membrane,cellular anatomical entity,4,0.00015063076633402373
GO:0030874,nucleolar chromatin,cellular anatomical entity,4,0.00015063076633402373
GO:0030891,VCB complex,protein-containing complex,4,0.00015063076633402373
GO:0101003,ficolin-1-rich granule membrane,"membrane,cellular anatomical entity",4,0.00015063076633402373
GO:0000172,ribonuclease MRP complex,protein-containing complex,4,0.00015063076633402373
GO:0061574,ASAP complex,protein-containing complex,4,0.00015063076633402373
GO:0005816,spindle pole body,cellular anatomical entity,4,0.00015063076633402373
GO:0030289,protein phosphatase 4 complex,protein-containing complex,4,0.00015063076633402373
GO:1905103,integral component of lysosomal membrane,cellular anatomical entity,4,0.00015063076633402373
GO:0070985,transcription factor TFIIK complex,protein-containing complex,4,0.00015063076633402373
GO:0000811,GINS complex,protein-containing complex,4,0.00015063076633402373
GO:0033270,paranode region of axon,cellular anatomical entity,4,0.00015063076633402373
GO:0036501,UFD1-NPL4 complex,protein-containing complex,4,0.00015063076633402373
GO:0036513,Derlin-1 retrotranslocation complex,protein-containing complex,4,0.00015063076633402373
GO:0099053,activating signal cointegrator 1 complex,protein-containing complex,4,0.00015063076633402373
GO:0033095,aleurone grain,"organelle,cellular anatomical entity",3,0.00011297307475051779
GO:0001405,"PAM complex, Tim23 associated import motor",protein-containing complex,3,0.00011297307475051779
GO:0005968,Rab-protein geranylgeranyltransferase complex,protein-containing complex,3,0.00011297307475051779
GO:0000242,pericentriolar material,cellular anatomical entity,3,0.00011297307475051779
GO:0043291,RAVE complex,protein-containing complex,3,0.00011297307475051779
GO:0009930,longitudinal side of cell surface,cellular anatomical entity,3,0.00011297307475051779
GO:0055120,striated muscle dense body,cellular anatomical entity,3,0.00011297307475051779
GO:0099033,anchored component of postsynaptic recycling endosome membrane,cellular anatomical entity,3,0.00011297307475051779
GO:0005850,eukaryotic translation initiation factor 2 complex,protein-containing complex,3,0.00011297307475051779
GO:0099031,anchored component of postsynaptic density membrane,cellular anatomical entity,3,0.00011297307475051779
GO:0030684,preribosome,protein-containing complex,3,0.00011297307475051779
GO:0045281,succinate dehydrogenase complex,protein-containing complex,3,0.00011297307475051779
GO:0045298,tubulin complex,protein-containing complex,3,0.00011297307475051779
GO:0070552,BRISC complex,protein-containing complex,3,0.00011297307475051779
GO:0009544,chloroplast ATP synthase complex,protein-containing complex,3,0.00011297307475051779
GO:0034066,Ric1-Rgp1 guanyl-nucleotide exchange factor complex,protein-containing complex,3,0.00011297307475051779
GO:1903561,extracellular vesicle,"organelle,cellular anatomical entity",3,0.00011297307475051779
GO:0009512,cytochrome b6f complex,protein-containing complex,3,0.00011297307475051779
GO:0035448,extrinsic component of thylakoid membrane,cellular anatomical entity,3,0.00011297307475051779
GO:0071942,XPC complex,protein-containing complex,3,0.00011297307475051779
GO:0000111,nucleotide-excision repair factor 2 complex,protein-containing complex,3,0.00011297307475051779
GO:0000333,telomerase catalytic core complex,protein-containing complex,3,0.00011297307475051779
GO:0043292,contractile fiber,"supramolecular complex,organelle,cellular anatomical entity",3,0.00011297307475051779
GO:0043198,dendritic shaft,cellular anatomical entity,3,0.00011297307475051779
GO:0035658,Mon1-Ccz1 complex,protein-containing complex,3,0.00011297307475051779
GO:0045111,intermediate filament cytoskeleton,"organelle,cellular anatomical entity",3,0.00011297307475051779
GO:0019034,viral replication complex,cellular anatomical entity,3,0.00011297307475051779
GO:0030672,synaptic vesicle membrane,"membrane,cellular anatomical entity",3,0.00011297307475051779
GO:0097255,R2TP complex,protein-containing complex,3,0.00011297307475051779
GO:0019008,molybdopterin synthase complex,protein-containing complex,3,0.00011297307475051779
GO:0009921,auxin efflux carrier complex,protein-containing complex,3,0.00011297307475051779
GO:0034457,Mpp10 complex,protein-containing complex,3,0.00011297307475051779
GO:0098966,perisynaptic extracellular matrix,cellular anatomical entity,3,0.00011297307475051779
GO:0097440,apical dendrite,cellular anatomical entity,3,0.00011297307475051779
GO:1990298,bub1-bub3 complex,protein-containing complex,3,0.00011297307475051779
GO:0035371,microtubule plus-end,cellular anatomical entity,3,0.00011297307475051779
GO:0098992,neuronal dense core vesicle,"organelle,cellular anatomical entity",3,0.00011297307475051779
GO:0035061,interchromatin granule,cellular anatomical entity,3,0.00011297307475051779
GO:0034693,U11/U12 snRNP,protein-containing complex,3,0.00011297307475051779
GO:0030681,multimeric ribonuclease P complex,protein-containing complex,3,0.00011297307475051779
GO:0020005,symbiont-containing vacuole membrane,cellular anatomical entity,3,0.00011297307475051779
GO:0055036,virion membrane,"membrane,cellular anatomical entity",3,0.00011297307475051779
GO:0012506,vesicle membrane,"cellular anatomical entity,membrane",3,0.00011297307475051779
GO:0032299,ribonuclease H2 complex,protein-containing complex,3,0.00011297307475051779
GO:0031436,BRCA1-BARD1 complex,protein-containing complex,3,0.00011297307475051779
GO:0005882,intermediate filament,"supramolecular complex,cellular anatomical entity",3,0.00011297307475051779
GO:0044214,spanning component of plasma membrane,cellular anatomical entity,3,0.00011297307475051779
GO:0043667,pollen wall,cellular anatomical entity,3,0.00011297307475051779
GO:0031526,brush border membrane,"membrane,cellular anatomical entity",3,0.00011297307475051779
GO:0031083,BLOC-1 complex,protein-containing complex,3,0.00011297307475051779
GO:0005951,carbamoyl-phosphate synthase complex,protein-containing complex,3,0.00011297307475051779
GO:1990023,mitotic spindle midzone,cellular anatomical entity,3,0.00011297307475051779
GO:0033553,rDNA heterochromatin,"cellular anatomical entity,chromatin",3,0.00011297307475051779
GO:0042643,"obsolete actomyosin, actin portion",none,3,0.00011297307475051779
GO:0044218,other organism cell membrane,none,3,0.00011297307475051779
GO:0030896,checkpoint clamp complex,protein-containing complex,3,0.00011297307475051779
GO:0000112,nucleotide-excision repair factor 3 complex,protein-containing complex,3,0.00011297307475051779
GO:0030906,"retromer, cargo-selective complex",protein-containing complex,3,0.00011297307475051779
GO:0033017,sarcoplasmic reticulum membrane,"membrane,cellular anatomical entity",3,0.00011297307475051779
GO:0005903,brush border,cellular anatomical entity,3,0.00011297307475051779
GO:0035452,extrinsic component of plastid membrane,cellular anatomical entity,3,0.00011297307475051779
GO:0001917,photoreceptor inner segment,cellular anatomical entity,3,0.00011297307475051779
GO:1990752,microtubule end,cellular anatomical entity,3,0.00011297307475051779
GO:0033097,amyloplast membrane,"membrane,cellular anatomical entity",3,0.00011297307475051779
GO:0043253,chloroplast ribosome,"organelle,cellular anatomical entity",3,0.00011297307475051779
GO:0031616,spindle pole centrosome,cellular anatomical entity,3,0.00011297307475051779
GO:0032281,AMPA glutamate receptor complex,protein-containing complex,3,0.00011297307475051779
GO:0098982,GABA-ergic synapse,"cell junction,cellular anatomical entity,synapse",3,0.00011297307475051779
GO:0005655,nucleolar ribonuclease P complex,protein-containing complex,3,0.00011297307475051779
GO:0030093,chloroplast photosystem I,protein-containing complex,3,0.00011297307475051779
GO:0090498,extrinsic component of Golgi membrane,cellular anatomical entity,3,0.00011297307475051779
GO:0030691,Noc2p-Noc3p complex,protein-containing complex,3,0.00011297307475051779
GO:0097546,ciliary base,cellular anatomical entity,3,0.00011297307475051779
GO:0031303,integral component of endosome membrane,cellular anatomical entity,3,0.00011297307475051779
GO:0031262,Ndc80 complex,protein-containing complex,3,0.00011297307475051779
GO:0043190,ATP-binding cassette (ABC) transporter complex,protein-containing complex,3,0.00011297307475051779
GO:0043332,mating projection tip,cellular anatomical entity,3,0.00011297307475051779
GO:0036409,histone H3-K14 acetyltransferase complex,protein-containing complex,3,0.00011297307475051779
GO:0000109,nucleotide-excision repair complex,protein-containing complex,3,0.00011297307475051779
GO:0061827,sperm head,cellular anatomical entity,3,0.00011297307475051779
GO:0031091,platelet alpha granule,"organelle,cellular anatomical entity",3,0.00011297307475051779
GO:0009341,beta-galactosidase complex,protein-containing complex,3,0.00011297307475051779
GO:0031372,UBC13-MMS2 complex,protein-containing complex,3,0.00011297307475051779
GO:0030288,outer membrane-bounded periplasmic space,cellular anatomical entity,3,0.00011297307475051779
GO:0072380,TRC complex,protein-containing complex,3,0.00011297307475051779
GO:0020023,kinetoplast,cellular anatomical entity,3,0.00011297307475051779
GO:0005673,transcription factor TFIIE complex,protein-containing complex,3,0.00011297307475051779
GO:0005614,interstitial matrix,cellular anatomical entity,3,0.00011297307475051779
GO:0031595,nuclear proteasome complex,protein-containing complex,3,0.00011297307475051779
GO:0052718,tRNA-specific adenosine-34 deaminase complex,protein-containing complex,3,0.00011297307475051779
GO:0043209,myelin sheath,cellular anatomical entity,3,0.00011297307475051779
GO:0005671,Ada2/Gcn5/Ada3 transcription activator complex,protein-containing complex,3,0.00011297307475051779
GO:0044295,axonal growth cone,cellular anatomical entity,3,0.00011297307475051779
GO:0097218,sieve plate,cellular anatomical entity,3,0.00011297307475051779
GO:0009551,secondary plasmodesma,"cell junction,cellular anatomical entity",3,0.00011297307475051779
GO:0005826,actomyosin contractile ring,cellular anatomical entity,3,0.00011297307475051779
GO:0032797,SMN complex,protein-containing complex,3,0.00011297307475051779
GO:0043224,nuclear SCF ubiquitin ligase complex,protein-containing complex,3,0.00011297307475051779
GO:0072357,PTW/PP1 phosphatase complex,protein-containing complex,3,0.00011297307475051779
GO:0045334,clathrin-coated endocytic vesicle,"organelle,cellular anatomical entity",3,0.00011297307475051779
GO:1990072,TRAPPIII protein complex,protein-containing complex,3,0.00011297307475051779
GO:0005947,mitochondrial alpha-ketoglutarate dehydrogenase complex,protein-containing complex,3,0.00011297307475051779
GO:0009353,mitochondrial oxoglutarate dehydrogenase complex,protein-containing complex,2,7.531538316701187e-05
GO:1990794,basolateral part of cell,cellular anatomical entity,2,7.531538316701187e-05
GO:0034674,integrin alpha5-beta1 complex,protein-containing complex,2,7.531538316701187e-05
GO:0032592,integral component of mitochondrial membrane,cellular anatomical entity,2,7.531538316701187e-05
GO:0045169,fusome,cellular anatomical entity,2,7.531538316701187e-05
GO:0000153,cytoplasmic ubiquitin ligase complex,protein-containing complex,2,7.531538316701187e-05
GO:0005918,septate junction,"cell junction,cellular anatomical entity",2,7.531538316701187e-05
GO:0016327,apicolateral plasma membrane,"cellular anatomical entity,membrane",2,7.531538316701187e-05
GO:0140268,endoplasmic reticulum-plasma membrane contact site,cellular anatomical entity,2,7.531538316701187e-05
GO:0034667,integrin alpha3-beta1 complex,protein-containing complex,2,7.531538316701187e-05
GO:0042734,presynaptic membrane,"membrane,cellular anatomical entity",2,7.531538316701187e-05
GO:0034681,integrin alpha11-beta1 complex,protein-containing complex,2,7.531538316701187e-05
GO:0048786,presynaptic active zone,cellular anatomical entity,2,7.531538316701187e-05
GO:0044232,organelle membrane contact site,cellular anatomical entity,2,7.531538316701187e-05
GO:0070449,elongin complex,protein-containing complex,2,7.531538316701187e-05
GO:0044233,mitochondria-associated endoplasmic reticulum membrane,cellular anatomical entity,2,7.531538316701187e-05
GO:0016589,NURF complex,protein-containing complex,2,7.531538316701187e-05
GO:0032116,SMC loading complex,protein-containing complex,2,7.531538316701187e-05
GO:0010370,perinucleolar chromocenter,"organelle,cellular anatomical entity",2,7.531538316701187e-05
GO:0035859,Seh1-associated complex,protein-containing complex,2,7.531538316701187e-05
GO:0071819,DUBm complex,protein-containing complex,2,7.531538316701187e-05
GO:0000214,tRNA-intron endonuclease complex,protein-containing complex,2,7.531538316701187e-05
GO:0071020,post-spliceosomal complex,protein-containing complex,2,7.531538316701187e-05
GO:0048500,signal recognition particle,protein-containing complex,2,7.531538316701187e-05
GO:0005746,mitochondrial respirasome,cellular anatomical entity,2,7.531538316701187e-05
GO:0035101,FACT complex,protein-containing complex,2,7.531538316701187e-05
GO:0005853,eukaryotic translation elongation factor 1 complex,protein-containing complex,2,7.531538316701187e-05
GO:0005901,caveola,"membrane,cellular anatomical entity",2,7.531538316701187e-05
GO:0070765,gamma-secretase complex,protein-containing complex,2,7.531538316701187e-05
GO:0005584,collagen type I trimer,protein-containing complex,2,7.531538316701187e-05
GO:0005586,collagen type III trimer,protein-containing complex,2,7.531538316701187e-05
GO:0034678,integrin alpha8-beta1 complex,protein-containing complex,2,7.531538316701187e-05
GO:0043220,Schmidt-Lanterman incisure,cellular anatomical entity,2,7.531538316701187e-05
GO:0035749,myelin sheath adaxonal region,cellular anatomical entity,2,7.531538316701187e-05
GO:0036396,RNA N6-methyladenosine methyltransferase complex,protein-containing complex,2,7.531538316701187e-05
GO:0034665,integrin alpha1-beta1 complex,protein-containing complex,2,7.531538316701187e-05
GO:1990667,PCSK9-AnxA2 complex,protein-containing complex,2,7.531538316701187e-05
GO:1990665,AnxA2-p11 complex,protein-containing complex,2,7.531538316701187e-05
GO:0035770,ribonucleoprotein granule,"supramolecular complex,organelle,cellular anatomical entity",2,7.531538316701187e-05
GO:0000221,"vacuolar proton-transporting V-type ATPase, V1 domain",protein-containing complex,2,7.531538316701187e-05
GO:0034677,integrin alpha7-beta1 complex,protein-containing complex,2,7.531538316701187e-05
GO:0016222,procollagen-proline 4-dioxygenase complex,protein-containing complex,2,7.531538316701187e-05
GO:0070876,SOSS complex,protein-containing complex,2,7.531538316701187e-05
GO:0030142,COPI-coated Golgi to ER transport vesicle,"organelle,cellular anatomical entity",2,7.531538316701187e-05
GO:0008290,F-actin capping protein complex,protein-containing complex,2,7.531538316701187e-05
GO:0030670,phagocytic vesicle membrane,"membrane,cellular anatomical entity",2,7.531538316701187e-05
GO:0034666,integrin alpha2-beta1 complex,protein-containing complex,2,7.531538316701187e-05
GO:1904423,dehydrodolichyl diphosphate synthase complex,protein-containing complex,2,7.531538316701187e-05
GO:0033185,dolichol-phosphate-mannose synthase complex,protein-containing complex,2,7.531538316701187e-05
GO:0035748,myelin sheath abaxonal region,cellular anatomical entity,2,7.531538316701187e-05
GO:0043626,PCNA complex,protein-containing complex,2,7.531538316701187e-05
GO:0009344,nitrite reductase complex [NAD(P)H],protein-containing complex,2,7.531538316701187e-05
GO:0000837,Doa10p ubiquitin ligase complex,protein-containing complex,2,7.531538316701187e-05
GO:0031523,Myb complex,protein-containing complex,2,7.531538316701187e-05
GO:0099013,neuronal dense core vesicle lumen,"membrane-enclosed lumen,cellular anatomical entity",2,7.531538316701187e-05
GO:0031510,SUMO activating enzyme complex,protein-containing complex,2,7.531538316701187e-05
GO:0009277,fungal-type cell wall,cellular anatomical entity,2,7.531538316701187e-05
GO:0098554,cytoplasmic side of endoplasmic reticulum membrane,cellular anatomical entity,2,7.531538316701187e-05
GO:0016460,myosin II complex,protein-containing complex,2,7.531538316701187e-05
GO:0034680,integrin alpha10-beta1 complex,protein-containing complex,2,7.531538316701187e-05
GO:0097513,myosin II filament,"supramolecular complex,cellular anatomical entity",2,7.531538316701187e-05
GO:0033065,Rad51C-XRCC3 complex,protein-containing complex,2,7.531538316701187e-05
GO:0034751,aryl hydrocarbon receptor complex,protein-containing complex,2,7.531538316701187e-05
GO:0031021,interphase microtubule organizing center,cellular anatomical entity,2,7.531538316701187e-05
GO:0097225,sperm midpiece,cellular anatomical entity,2,7.531538316701187e-05
GO:0071438,obsolete invadopodium membrane,none,2,7.531538316701187e-05
GO:0033176,proton-transporting V-type ATPase complex,protein-containing complex,2,7.531538316701187e-05
GO:0032433,filopodium tip,cellular anatomical entity,2,7.531538316701187e-05
GO:0005672,transcription factor TFIIA complex,protein-containing complex,2,7.531538316701187e-05
GO:0032593,insulin-responsive compartment,"organelle,cellular anatomical entity",2,7.531538316701187e-05
GO:0071821,FANCM-MHF complex,protein-containing complex,2,7.531538316701187e-05
GO:0009513,etioplast,"organelle,cellular anatomical entity",2,7.531538316701187e-05
GO:0099699,integral component of synaptic membrane,cellular anatomical entity,2,7.531538316701187e-05
GO:0031520,plasma membrane of cell tip,"cellular anatomical entity,membrane",2,7.531538316701187e-05
GO:0071595,Nem1-Spo7 phosphatase complex,protein-containing complex,2,7.531538316701187e-05
GO:0097038,perinuclear endoplasmic reticulum,cellular anatomical entity,2,7.531538316701187e-05
GO:1903293,phosphatase complex,protein-containing complex,2,7.531538316701187e-05
GO:0031361,integral component of thylakoid membrane,cellular anatomical entity,2,7.531538316701187e-05
GO:0034506,"chromosome, centromeric core domain",cellular anatomical entity,2,7.531538316701187e-05
GO:0031415,NatA complex,protein-containing complex,2,7.531538316701187e-05
GO:0033565,ESCRT-0 complex,protein-containing complex,2,7.531538316701187e-05
GO:0005965,protein farnesyltransferase complex,protein-containing complex,2,7.531538316701187e-05
GO:0043034,costamere,cellular anatomical entity,2,7.531538316701187e-05
GO:0043668,exine,cellular anatomical entity,2,7.531538316701187e-05
GO:0042565,RNA nuclear export complex,protein-containing complex,2,7.531538316701187e-05
GO:0034705,potassium channel complex,protein-containing complex,2,7.531538316701187e-05
GO:0032783,super elongation complex,protein-containing complex,2,7.531538316701187e-05
GO:0033106,cis-Golgi network membrane,"membrane,cellular anatomical entity",2,7.531538316701187e-05
GO:0044666,MLL3/4 complex,protein-containing complex,2,7.531538316701187e-05
GO:0030894,replisome,protein-containing complex,2,7.531538316701187e-05
GO:0030666,endocytic vesicle membrane,"membrane,cellular anatomical entity",2,7.531538316701187e-05
GO:0005883,neurofilament,"supramolecular complex,cellular anatomical entity",2,7.531538316701187e-05
GO:1990816,vacuole-mitochondrion membrane contact site,cellular anatomical entity,2,7.531538316701187e-05
GO:0070461,SAGA-type complex,protein-containing complex,2,7.531538316701187e-05
GO:0043033,isoamylase complex,protein-containing complex,2,7.531538316701187e-05
GO:0070187,shelterin complex,protein-containing complex,2,7.531538316701187e-05
GO:0031515,tRNA (m1A) methyltransferase complex,protein-containing complex,2,7.531538316701187e-05
GO:0043564,Ku70:Ku80 complex,protein-containing complex,2,7.531538316701187e-05
GO:0005642,annulate lamellae,"cellular anatomical entity,membrane",2,7.531538316701187e-05
GO:0035839,non-growing cell tip,cellular anatomical entity,2,7.531538316701187e-05
GO:0035840,old growing cell tip,cellular anatomical entity,2,7.531538316701187e-05
GO:1990423,RZZ complex,protein-containing complex,2,7.531538316701187e-05
GO:0005683,U7 snRNP,protein-containing complex,2,7.531538316701187e-05
GO:0097433,dense body,cellular anatomical entity,2,7.531538316701187e-05
GO:0005751,mitochondrial respiratory chain complex IV,protein-containing complex,2,7.531538316701187e-05
GO:0033178,"proton-transporting two-sector ATPase complex, catalytic domain",protein-containing complex,2,7.531538316701187e-05
GO:0098686,hippocampal mossy fiber to CA3 synapse,"cell junction,synapse,cellular anatomical entity",2,7.531538316701187e-05
GO:0031045,dense core granule,"organelle,cellular anatomical entity",2,7.531538316701187e-05
GO:0099523,presynaptic cytosol,cellular anatomical entity,2,7.531538316701187e-05
GO:0097268,cytoophidium,cellular anatomical entity,2,7.531538316701187e-05
GO:1990635,proximal dendrite,cellular anatomical entity,2,7.531538316701187e-05
GO:0097361,CIA complex,protein-containing complex,2,7.531538316701187e-05
GO:0005935,cellular bud neck,cellular anatomical entity,2,7.531538316701187e-05
GO:0000935,division septum,cellular anatomical entity,2,7.531538316701187e-05
GO:0060076,excitatory synapse,"cell junction,cellular anatomical entity,synapse",2,7.531538316701187e-05
GO:0043529,GET complex,protein-containing complex,2,7.531538316701187e-05
GO:0042720,mitochondrial inner membrane peptidase complex,protein-containing complex,2,7.531538316701187e-05
GO:1990604,IRE1-TRAF2-ASK1 complex,protein-containing complex,2,7.531538316701187e-05
GO:0031417,NatC complex,protein-containing complex,2,7.531538316701187e-05
GO:0000131,incipient cellular bud site,protein-containing complex,2,7.531538316701187e-05
GO:0000780,"condensed chromosome, centromeric region",cellular anatomical entity,2,7.531538316701187e-05
GO:0098687,chromosomal region,cellular anatomical entity,2,7.531538316701187e-05
GO:0032133,chromosome passenger complex,protein-containing complex,2,7.531538316701187e-05
GO:0005848,mRNA cleavage stimulating factor complex,protein-containing complex,2,7.531538316701187e-05
GO:0010368,chloroplast isoamylase complex,protein-containing complex,2,7.531538316701187e-05
GO:0035580,specific granule lumen,"membrane-enclosed lumen,cellular anatomical entity",2,7.531538316701187e-05
GO:0032777,Piccolo NuA4 histone acetyltransferase complex,protein-containing complex,2,7.531538316701187e-05
GO:0009516,leucoplast,"organelle,cellular anatomical entity",2,7.531538316701187e-05
GO:0043601,nuclear replisome,protein-containing complex,2,7.531538316701187e-05
GO:0030663,COPI-coated vesicle membrane,"membrane,cellular anatomical entity",2,7.531538316701187e-05
GO:0071683,sensory dendrite,cellular anatomical entity,2,7.531538316701187e-05
GO:0098839,postsynaptic density membrane,"membrane,cellular anatomical entity",2,7.531538316701187e-05
GO:0045254,pyruvate dehydrogenase complex,protein-containing complex,2,7.531538316701187e-05
GO:0005950,anthranilate synthase complex,protein-containing complex,2,7.531538316701187e-05
GO:0033557,Slx1-Slx4 complex,protein-containing complex,2,7.531538316701187e-05
GO:0031143,pseudopodium,cellular anatomical entity,2,7.531538316701187e-05
GO:0005712,chiasma,cellular anatomical entity,2,7.531538316701187e-05
GO:0000797,condensin complex,protein-containing complex,2,7.531538316701187e-05
GO:0009515,granal stacked thylakoid,cellular anatomical entity,2,7.531538316701187e-05
GO:0031416,NatB complex,protein-containing complex,2,7.531538316701187e-05
GO:0042405,nuclear inclusion body,cellular anatomical entity,2,7.531538316701187e-05
GO:0032389,MutLalpha complex,protein-containing complex,2,7.531538316701187e-05
GO:0031391,Elg1 RFC-like complex,protein-containing complex,2,7.531538316701187e-05
GO:0016581,NuRD complex,protein-containing complex,2,7.531538316701187e-05
GO:0005953,CAAX-protein geranylgeranyltransferase complex,protein-containing complex,2,7.531538316701187e-05
GO:0097196,Shu complex,protein-containing complex,1,3.765769158350593e-05
GO:0035339,SPOTS complex,protein-containing complex,1,3.765769158350593e-05
GO:0031422,RecQ family helicase-topoisomerase III complex,protein-containing complex,1,3.765769158350593e-05
GO:0030057,desmosome,"cell junction,cellular anatomical entity",1,3.765769158350593e-05
GO:0097447,dendritic tree,cellular anatomical entity,1,3.765769158350593e-05
GO:0042764,ascospore-type prospore,cellular anatomical entity,1,3.765769158350593e-05
GO:1904511,cytoplasmic microtubule plus-end,cellular anatomical entity,1,3.765769158350593e-05
GO:0071957,old mitotic spindle pole body,cellular anatomical entity,1,3.765769158350593e-05
GO:0061496,half bridge of mitotic spindle pole body,cellular anatomical entity,1,3.765769158350593e-05
GO:0000113,nucleotide-excision repair factor 4 complex,protein-containing complex,1,3.765769158350593e-05
GO:0061497,inner plaque of mitotic spindle pole body,cellular anatomical entity,1,3.765769158350593e-05
GO:0099078,BORC complex,protein-containing complex,1,3.765769158350593e-05
GO:0099070,static microtubule bundle,cellular anatomical entity,1,3.765769158350593e-05
GO:0001772,immunological synapse,cellular anatomical entity,1,3.765769158350593e-05
GO:0042582,azurophil granule,"cellular anatomical entity,organelle",1,3.765769158350593e-05
GO:0001891,phagocytic cup,cellular anatomical entity,1,3.765769158350593e-05
GO:0061836,intranuclear rod,"supramolecular complex,cellular anatomical entity",1,3.765769158350593e-05
GO:0002189,ribose phosphate diphosphokinase complex,protein-containing complex,1,3.765769158350593e-05
GO:0071818,BAT3 complex,protein-containing complex,1,3.765769158350593e-05
GO:0120103,centriolar subdistal appendage,protein-containing complex,1,3.765769158350593e-05
GO:0031588,nucleotide-activated protein kinase complex,protein-containing complex,1,3.765769158350593e-05
GO:0032010,phagolysosome,"cellular anatomical entity,organelle",1,3.765769158350593e-05
GO:1903600,glutaminase complex,protein-containing complex,1,3.765769158350593e-05
GO:0060187,cell pole,cellular anatomical entity,1,3.765769158350593e-05
GO:0005958,DNA-dependent protein kinase-DNA ligase 4 complex,protein-containing complex,1,3.765769158350593e-05
GO:1990070,TRAPPI protein complex,protein-containing complex,1,3.765769158350593e-05
GO:0009279,cell outer membrane,"cellular anatomical entity,membrane",1,3.765769158350593e-05
GO:0010009,cytoplasmic side of endosome membrane,cellular anatomical entity,1,3.765769158350593e-05
GO:0034708,methyltransferase complex,protein-containing complex,1,3.765769158350593e-05
GO:0097524,sperm plasma membrane,"cellular anatomical entity,membrane",1,3.765769158350593e-05
GO:0000276,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",protein-containing complex,1,3.765769158350593e-05
GO:0043540,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex",protein-containing complex,1,3.765769158350593e-05
GO:0000818,nuclear MIS12/MIND complex,protein-containing complex,1,3.765769158350593e-05
GO:0005934,cellular bud tip,cellular anatomical entity,1,3.765769158350593e-05
GO:0031500,Tea1 cell-end complex,protein-containing complex,1,3.765769158350593e-05
GO:0032009,early phagosome,"organelle,cellular anatomical entity",1,3.765769158350593e-05
GO:0001931,uropod,cellular anatomical entity,1,3.765769158350593e-05
GO:0000940,condensed chromosome outer kinetochore,protein-containing complex,1,3.765769158350593e-05
GO:0071682,endocytic vesicle lumen,"membrane-enclosed lumen,cellular anatomical entity",1,3.765769158350593e-05
GO:0043674,columella,cellular anatomical entity,1,3.765769158350593e-05
GO:0008043,intracellular ferritin complex,protein-containing complex,1,3.765769158350593e-05
GO:0019185,snRNA-activating protein complex,protein-containing complex,1,3.765769158350593e-05
GO:0042719,mitochondrial intermembrane space protein transporter complex,protein-containing complex,1,3.765769158350593e-05
GO:0097441,basal dendrite,cellular anatomical entity,1,3.765769158350593e-05
GO:1902377,rDNA heterochromatin,"cellular anatomical entity,chromatin",1,3.765769158350593e-05
GO:0097512,cardiac myofibril,"organelle,supramolecular complex,cellular anatomical entity",1,3.765769158350593e-05
GO:0044754,autolysosome,"cellular anatomical entity,organelle",1,3.765769158350593e-05
GO:0005589,collagen type VI trimer,protein-containing complex,1,3.765769158350593e-05
GO:0045095,keratin filament,"supramolecular complex,cellular anatomical entity",1,3.765769158350593e-05
GO:0005724,obsolete nuclear telomeric heterochromatin,none,1,3.765769158350593e-05
