Taxon,Protein ID,Search Term,Phenolic Protein
filiformis-JYOB,TRINITY_DN1018_c0_g1_i7.p1,Chalcone synthase,Chalcone synthase 2
filiformis-JYOB,TRINITY_DN1018_c0_g1_i4.p1,Chalcone synthase,Chalcone synthase 2
filiformis-JYOB,TRINITY_DN1423_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
filiformis-JYOB,TRINITY_DN2337_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
filiformis-JYOB,TRINITY_DN2337_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
filiformis-JYOB,TRINITY_DN2462_c0_g1_i6.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
filiformis-JYOB,TRINITY_DN2462_c0_g1_i9.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
filiformis-JYOB,TRINITY_DN2462_c0_g1_i21.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
filiformis-JYOB,TRINITY_DN2462_c0_g1_i8.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
filiformis-JYOB,TRINITY_DN2462_c0_g1_i13.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
filiformis-JYOB,TRINITY_DN2462_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
filiformis-JYOB,TRINITY_DN2462_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
filiformis-JYOB,TRINITY_DN2462_c0_g1_i20.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
filiformis-JYOB,TRINITY_DN2689_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
filiformis-JYOB,TRINITY_DN2623_c0_g1_i6.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase CYP75B137 {ECO:0000305}
filiformis-JYOB,TRINITY_DN2623_c0_g1_i2.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase CYP75B137 {ECO:0000305}
filiformis-JYOB,TRINITY_DN2623_c0_g1_i2.p4,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase CYP75B137 {ECO:0000305}
filiformis-JYOB,TRINITY_DN3201_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
filiformis-JYOB,TRINITY_DN3319_c0_g1_i18.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
filiformis-JYOB,TRINITY_DN3319_c0_g1_i12.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
filiformis-JYOB,TRINITY_DN3319_c0_g1_i2.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
filiformis-JYOB,TRINITY_DN3319_c0_g1_i23.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
filiformis-JYOB,TRINITY_DN3319_c0_g1_i16.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
filiformis-JYOB,TRINITY_DN3319_c0_g1_i14.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
filiformis-JYOB,TRINITY_DN3319_c0_g1_i19.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
filiformis-JYOB,TRINITY_DN3319_c0_g1_i5.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
filiformis-JYOB,TRINITY_DN3319_c0_g1_i3.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
filiformis-JYOB,TRINITY_DN3950_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
filiformis-JYOB,TRINITY_DN3950_c0_g1_i1.p2,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
filiformis-JYOB,TRINITY_DN4070_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
filiformis-JYOB,TRINITY_DN6297_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
filiformis-JYOB,TRINITY_DN6533_c1_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
filiformis-JYOB,TRINITY_DN6533_c1_g1_i2.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
filiformis-JYOB,TRINITY_DN6533_c2_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
filiformis-JYOB,TRINITY_DN6803_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
filiformis-JYOB,TRINITY_DN8683_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
filiformis-JYOB,TRINITY_DN8683_c0_g2_i1.p1,4-coumarate--CoA ligase,Probable 4-coumarate--CoA ligase 2
filiformis-JYOB,TRINITY_DN11834_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
filiformis-JYOB,TRINITY_DN11931_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
filiformis-JYOB,TRINITY_DN14316_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
filiformis-JYOB,TRINITY_DN14316_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
filiformis-JYOB,TRINITY_DN16851_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
filiformis-JYOB,TRINITY_DN21869_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
filiformis-JYOB,TRINITY_DN21948_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
gaura-JMJV,TRINITY_DN642_c0_g1_i3.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
gaura-JMJV,TRINITY_DN1519_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
gaura-JMJV,TRINITY_DN1702_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
gaura-JMJV,TRINITY_DN1702_c0_g1_i2.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase CYP75B137 {ECO:0000305}
gaura-JMJV,TRINITY_DN2186_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
gaura-JMJV,TRINITY_DN2186_c0_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
gaura-JMJV,TRINITY_DN2186_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
gaura-JMJV,TRINITY_DN2712_c0_g1_i2.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
gaura-JMJV,TRINITY_DN3040_c0_g1_i8.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
gaura-JMJV,TRINITY_DN3040_c0_g1_i4.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
gaura-JMJV,TRINITY_DN3040_c0_g1_i4.p3,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
gaura-JMJV,TRINITY_DN3040_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
gaura-JMJV,TRINITY_DN3040_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
gaura-JMJV,TRINITY_DN3040_c0_g1_i6.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
gaura-JMJV,TRINITY_DN3040_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
gaura-JMJV,TRINITY_DN3040_c1_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
gaura-JMJV,TRINITY_DN3278_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
gaura-JMJV,TRINITY_DN3519_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
gaura-JMJV,TRINITY_DN3519_c0_g1_i1.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
gaura-JMJV,TRINITY_DN4109_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
gaura-JMJV,TRINITY_DN4109_c0_g2_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
gaura-JMJV,TRINITY_DN7070_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
gaura-JMJV,TRINITY_DN9002_c1_g1_i3.p1,Chalcone synthase,Chalcone synthase 2
gaura-JMJV,TRINITY_DN9002_c1_g1_i6.p1,Chalcone synthase,Chalcone synthase 2
gaura-JMJV,TRINITY_DN9002_c1_g1_i5.p1,Chalcone synthase,Chalcone synthase 1
gaura-JMJV,TRINITY_DN9002_c1_g1_i12.p1,Chalcone synthase,Chalcone synthase 2
gaura-JMJV,TRINITY_DN9002_c1_g1_i4.p1,Chalcone synthase,Chalcone synthase 2
gaura-JMJV,TRINITY_DN9002_c1_g1_i1.p2,Chalcone synthase,Chalcone synthase 2
gaura-JMJV,TRINITY_DN9002_c1_g1_i11.p1,Chalcone synthase,Chalcone synthase 2
gaura-JMJV,TRINITY_DN9002_c1_g1_i8.p1,Chalcone synthase,Chalcone synthase 2
gaura-JMJV,TRINITY_DN9514_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
gaura-JMJV,TRINITY_DN9514_c0_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
gaura-JMJV,TRINITY_DN9514_c0_g2_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
gaura-JMJV,TRINITY_DN9514_c0_g3_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
gaura-JMJV,TRINITY_DN11163_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
gaura-JMJV,TRINITY_DN11163_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
gaura-JMJV,TRINITY_DN11163_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
gaura-JMJV,TRINITY_DN11170_c1_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
gaura-JMJV,TRINITY_DN14048_c0_g2_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
gaura-JMJV,TRINITY_DN17947_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
gaura-JMJV,TRINITY_DN19253_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
gaura-JMJV,TRINITY_DN19392_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
gaura-JMJV,TRINITY_DN19744_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
gaura-JMJV,TRINITY_DN24577_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
gaura-JMJV,TRINITY_DN24777_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
gaura-JMJV,TRINITY_DN25872_c0_g1_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
gaura-JMJV,TRINITY_DN26232_c0_g1_i1.p1,4-coumarate--CoA ligase,Probable 4-coumarate--CoA ligase 2
gaura-JMJV,TRINITY_DN26560_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
gaura-JMJV,TRINITY_DN29516_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
glazioviana-OEGL,TRINITY_DN289_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 1
glazioviana-OEGL,TRINITY_DN289_c0_g1_i6.p1,Chalcone synthase,Chalcone synthase 2
glazioviana-OEGL,TRINITY_DN289_c0_g1_i5.p1,Chalcone synthase,Chalcone synthase 1
glazioviana-OEGL,TRINITY_DN261_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
glazioviana-OEGL,TRINITY_DN335_c0_g1_i8.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
glazioviana-OEGL,TRINITY_DN335_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
glazioviana-OEGL,TRINITY_DN335_c0_g1_i6.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
glazioviana-OEGL,TRINITY_DN1341_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
glazioviana-OEGL,TRINITY_DN1446_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
glazioviana-OEGL,TRINITY_DN1410_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
glazioviana-OEGL,TRINITY_DN1723_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
glazioviana-OEGL,TRINITY_DN2320_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
glazioviana-OEGL,TRINITY_DN2512_c0_g1_i4.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
glazioviana-OEGL,TRINITY_DN2512_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
glazioviana-OEGL,TRINITY_DN2512_c0_g1_i3.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
glazioviana-OEGL,TRINITY_DN3215_c0_g1_i6.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
glazioviana-OEGL,TRINITY_DN3335_c0_g1_i8.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
glazioviana-OEGL,TRINITY_DN3335_c0_g1_i21.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
glazioviana-OEGL,TRINITY_DN3335_c0_g1_i9.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
glazioviana-OEGL,TRINITY_DN3335_c0_g1_i7.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
glazioviana-OEGL,TRINITY_DN3335_c0_g1_i18.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
glazioviana-OEGL,TRINITY_DN3335_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
glazioviana-OEGL,TRINITY_DN3335_c0_g1_i16.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
glazioviana-OEGL,TRINITY_DN3335_c0_g1_i10.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
glazioviana-OEGL,TRINITY_DN3335_c0_g1_i22.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
glazioviana-OEGL,TRINITY_DN3563_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
glazioviana-OEGL,TRINITY_DN3799_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
glazioviana-OEGL,TRINITY_DN3799_c0_g1_i7.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
glazioviana-OEGL,TRINITY_DN3799_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
glazioviana-OEGL,TRINITY_DN3799_c0_g1_i6.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
glazioviana-OEGL,TRINITY_DN3799_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
glazioviana-OEGL,TRINITY_DN3891_c0_g1_i4.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
glazioviana-OEGL,TRINITY_DN3891_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
glazioviana-OEGL,TRINITY_DN4638_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
glazioviana-OEGL,TRINITY_DN5788_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
glazioviana-OEGL,TRINITY_DN7887_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 3 {ECO:0000305}
glazioviana-OEGL,TRINITY_DN8530_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
glazioviana-OEGL,TRINITY_DN12612_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
glazioviana-OEGL,TRINITY_DN13353_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
glazioviana-OEGL,TRINITY_DN24831_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase CYP75B137 {ECO:0000305}
glazioviana-OEGL,TRINITY_DN25258_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
glazioviana-OEGL,TRINITY_DN25614_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
glazioviana-OEGL,TRINITY_DN26983_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
glazioviana-OEGL,TRINITY_DN30028_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
glazioviana-OEGL,TRINITY_DN41124_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
glazioviana-OEGL,TRINITY_DN41973_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
glazioviana-OEGL,TRINITY_DN42226_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
glazioviana-OEGL,TRINITY_DN48176_c0_g1_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
glazioviana-OEGL,TRINITY_DN52376_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
glazioviana-OEGL,TRINITY_DN54751_c0_g1_i1.p2,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
glazioviana-OEGL,TRINITY_DN55155_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 4
grandiflora-MJHP,TRINITY_DN547_c0_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
grandiflora-MJHP,TRINITY_DN547_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
grandiflora-MJHP,TRINITY_DN547_c0_g1_i5.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
grandiflora-MJHP,TRINITY_DN547_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
grandiflora-MJHP,TRINITY_DN868_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
grandiflora-MJHP,TRINITY_DN935_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
grandiflora-MJHP,TRINITY_DN1593_c0_g1_i6.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
grandiflora-MJHP,TRINITY_DN1593_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
grandiflora-MJHP,TRINITY_DN1593_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
grandiflora-MJHP,TRINITY_DN1593_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
grandiflora-MJHP,TRINITY_DN1700_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
grandiflora-MJHP,TRINITY_DN1803_c0_g1_i1.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
grandiflora-MJHP,TRINITY_DN1803_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
grandiflora-MJHP,TRINITY_DN2573_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 2
grandiflora-MJHP,TRINITY_DN2573_c0_g1_i3.p2,Chalcone synthase,Chalcone synthase 2
grandiflora-MJHP,TRINITY_DN2573_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 2
grandiflora-MJHP,TRINITY_DN2573_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 2
grandiflora-MJHP,TRINITY_DN2573_c0_g2_i1.p1,Chalcone synthase,Chalcone synthase 2
grandiflora-MJHP,TRINITY_DN2573_c0_g3_i1.p1,Chalcone synthase,Chalcone synthase 2
grandiflora-MJHP,TRINITY_DN2795_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
grandiflora-MJHP,TRINITY_DN2795_c0_g1_i4.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
grandiflora-MJHP,TRINITY_DN2795_c0_g1_i3.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
grandiflora-MJHP,TRINITY_DN3238_c0_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
grandiflora-MJHP,TRINITY_DN3238_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
grandiflora-MJHP,TRINITY_DN3313_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 3 {ECO:0000305}
grandiflora-MJHP,TRINITY_DN4461_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
grandiflora-MJHP,TRINITY_DN4461_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
grandiflora-MJHP,TRINITY_DN4461_c0_g3_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
grandiflora-MJHP,TRINITY_DN8885_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
grandiflora-MJHP,TRINITY_DN9182_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
grandiflora-MJHP,TRINITY_DN9431_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
grandiflora-MJHP,TRINITY_DN9793_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
grandiflora-MJHP,TRINITY_DN10471_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
grandiflora-MJHP,TRINITY_DN11446_c0_g1_i2.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
grandiflora-MJHP,TRINITY_DN13768_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
grandiflora-MJHP,TRINITY_DN14996_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
grandiflora-MJHP,TRINITY_DN16934_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
grandiflora-MJHP,TRINITY_DN18462_c0_g1_i1.p2,4-coumarate--CoA ligase,Probable 4-coumarate--CoA ligase 2
grandiflora-MJHP,TRINITY_DN18462_c0_g1_i1.p1,4-coumarate--CoA ligase,Probable 4-coumarate--CoA ligase 2
grandiflora-MJHP,TRINITY_DN18462_c0_g1_i3.p1,4-coumarate--CoA ligase,Probable 4-coumarate--CoA ligase 2
grandiflora-MJHP,TRINITY_DN19702_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
grandiflora-MJHP,TRINITY_DN20159_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
grandiflora-MJHP,TRINITY_DN21583_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
grandiflora-MJHP,TRINITY_DN21641_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
grandiflora-MJHP,TRINITY_DN22431_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
grandiflora-MJHP,TRINITY_DN27333_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
grandis-SEMK,TRINITY_DN439_c0_g1_i5.p1,Chalcone synthase,Chalcone synthase 2
grandis-SEMK,TRINITY_DN439_c0_g1_i7.p1,Chalcone synthase,Chalcone synthase 2
grandis-SEMK,TRINITY_DN439_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 1
grandis-SEMK,TRINITY_DN439_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 2
grandis-SEMK,TRINITY_DN439_c0_g1_i14.p1,Chalcone synthase,Chalcone synthase 1
grandis-SEMK,TRINITY_DN439_c0_g1_i18.p1,Chalcone synthase,Chalcone synthase 2
grandis-SEMK,TRINITY_DN439_c0_g1_i8.p1,Chalcone synthase,Chalcone synthase 2
grandis-SEMK,TRINITY_DN439_c0_g1_i16.p1,Chalcone synthase,Chalcone synthase 1
grandis-SEMK,TRINITY_DN439_c0_g1_i13.p1,Chalcone synthase,Chalcone synthase
grandis-SEMK,TRINITY_DN439_c0_g1_i6.p1,Chalcone synthase,Chalcone synthase 1
grandis-SEMK,TRINITY_DN967_c0_g2_i4.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
grandis-SEMK,TRINITY_DN967_c0_g2_i4.p2,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
grandis-SEMK,TRINITY_DN967_c0_g2_i2.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
grandis-SEMK,TRINITY_DN967_c0_g2_i2.p2,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
grandis-SEMK,TRINITY_DN967_c0_g2_i1.p2,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
grandis-SEMK,TRINITY_DN967_c0_g2_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
